NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ms),Avg (ms),Med (ms),Min (ms),Max (ms),StdDev (ms),Kernel Name
pointnet2_DA,PushPop,4104014,4104014,462,462,6.4783,0.0140,0.0173,0.0032,0.0236,0.0055,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
pointnet2_DA,PushPop,4104014,4104014,155,930,4.8166,0.0052,0.0040,0.0020,0.0096,0.0019,"void cudnn::bn_fw_inf_1C11_kernel_NCHW<float, float, (bool)1, (int)1>(T2, T2, cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, cudnnTensorStruct, const T2 *, const T2 *, const T2 *, const T2 *, T2)"
pointnet2_DA,PushPop,4104014,4104014,462,923,4.5817,0.0050,0.0052,0.0034,0.0065,0.0011,ampere_sgemm_32x32_sliced1x4_tn
pointnet2_DA,PushPop,4104014,4104014,462,924,4.1617,0.0045,0.0027,0.0018,0.0085,0.0024,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::AUnaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,924,4.1323,0.0045,0.0044,0.0043,0.0063,0.0001,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,924,4.1187,0.0045,0.0044,0.0043,0.0076,0.0001,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,462,4.0029,0.0087,0.0100,0.0044,0.0107,0.0021,void cutlass_cudnn_infer::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_128x64_16x6_nhwc_align4>(T1::Params)
pointnet2_DA,PushPop,4104014,4104014,307,3377,3.8554,0.0011,0.0011,0.0010,0.0025,0.0002,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
pointnet2_DA,PushPop,4104014,4104014,462,462,2.5935,0.0056,0.0059,0.0045,0.0066,0.0005,"void cudnn::ops::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)2>(T3, const T1 *, T3, T2 *, unsigned long)"
pointnet2_DA,PushPop,4104014,4104014,155,465,2.4489,0.0053,0.0045,0.0038,0.0073,0.0012,"void cudnn::bn_fw_inf_1C11_kernel_NHWC<float, float, (bool)1, (bool)1>(T2, T2, cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, cudnnTensorStruct, const T2 *, const T2 *, const T2 *, const T2 *, T2, int, int)"
pointnet2_DA,PushPop,4104014,4104014,462,924,2.1693,0.0023,0.0024,0.0014,0.0026,0.0001,"void at::native::batch_norm_transform_input_channels_last_kernel<float, float, float, (int)4>(const T1 *, const T1 *, const T2 *, const T2 *, const T3 *, const T3 *, T1 *, int, int, bool)"
pointnet2_DA,PushPop,4104014,4104014,307,614,1.8473,0.0030,0.0030,0.0027,0.0031,0.0001,"void at::native::batch_norm_collect_statistics_channels_last_kernel<at::native::Var, float, float, (int)4>(const T2 *, T3 *, T3 *, volatile T3 *, int *, int, int, T3)"
pointnet2_DA,PushPop,4104014,4104014,307,307,1.7983,0.0059,0.0059,0.0057,0.0070,0.0001,ampere_sgemm_64x32_sliced1x4_tn
pointnet2_DA,PushPop,4104014,4104014,308,308,1.7881,0.0058,0.0058,0.0025,0.0065,0.0002,ampere_sgemm_32x128_tn
pointnet2_DA,PushPop,4104014,4104014,462,923,1.6883,0.0018,0.0018,0.0015,0.0023,0.0002,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
pointnet2_DA,PushPop,4104014,4104014,1,1280,1.6631,0.0013,0.0012,0.0012,0.0017,0.0002,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, int, at_cuda_detail::cub::Sum>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, int *, int, at_cuda_detail::cub::Sum, int, int>(T2, T3, T4, T5, T6)"
pointnet2_DA,PushPop,4104014,4104014,154,154,1.5277,0.0099,0.0099,0.0095,0.0107,0.0003,"void convolve_common_engine_float_NHWC<float, float, (int)128, (int)5, (int)5, (int)3, (int)3, (int)3, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0>(int, int, int, const T1 *, const T1 *, int, T2 *, conv_kernel_common_params, unsigned long long, unsigned long, float, float, bool, const T2 *, const T2 *, bool)"
pointnet2_DA,PushPop,4104014,4104014,154,154,1.4837,0.0096,0.0097,0.0089,0.0104,0.0004,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_128x128_16x5_tn_align4>(T1::Params)
pointnet2_DA,PushPop,4104014,4104014,462,924,1.0593,0.0011,0.0012,0.0008,0.0019,0.0001,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
pointnet2_DA,PushPop,4104014,4104014,307,614,0.8918,0.0015,0.0014,0.0014,0.0015,0.0000,"void at::native::<unnamed>::fused_dropout_kernel_vec<float, float, unsigned int, (int)1, (int)4, bool>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<T6, T3>, T3, T2, at::PhiloxCudaState)"
pointnet2_DA,PushPop,4104014,4104014,462,462,0.8374,0.0018,0.0018,0.0015,0.0034,0.0002,"void cudnn::ops::nchwToNhwcKernel<float, float, float, (bool)0, (bool)1, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<T3>, const T1 *, T2 *)"
pointnet2_DA,PushPop,4104014,4104014,307,614,0.7756,0.0013,0.0013,0.0012,0.0015,0.0001,"void at::native::<unnamed>::unrolled_elementwise_kernel_for_multi_outputs<(int)3, at::native::<unnamed>::batch_norm_update_stats_and_invert(const at::Tensor &, const at::Tensor &, const at::Tensor &, const at::Tensor &, double, double, long)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float, float, float) (instance 1)], at::detail::Array<char *, (int)7>, TrivialOffsetCalculator<(int)4, unsigned int>, TrivialOffsetCalculator<(int)3, unsigned int>>(int, T2, T3, T4, T5)"
pointnet2_DA,PushPop,4104014,4104014,462,462,0.5298,0.0011,0.0012,0.0011,0.0012,0.0000,"void <unnamed>::softmax_warp_forward<float, float, float, (int)6, (bool)1, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
pointnet2_DA,PushPop,4104014,4104014,154,154,0.4673,0.0030,0.0030,0.0029,0.0032,0.0001,"void gemmSN_TN_kernel<float, (int)128, (int)16, (int)2, (int)4, (int)8, (int)9, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
pointnet2_DA,PushPop,4104014,4104014,155,310,0.3477,0.0011,0.0011,0.0011,0.0013,0.0000,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::batch_norm_calc_invstd(const at::Tensor &, const at::Tensor &, double)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
pointnet2_DA,PushPop,4104014,4104014,1,2,0.0055,0.0028,0.0028,0.0021,0.0034,0.0009,"void gemmSN_TN_kernel<float, (int)128, (int)16, (int)2, (int)4, (int)4, (int)4, (bool)1, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
pointnet2_DA,PushPop,4104014,4104014,1,1,0.0050,0.0050,0.0050,0.0050,0.0050,0.0000,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(T1::Params)
query_ball_count,PushPop,4104014,4104014,924,924,368.3976,0.3987,0.1263,0.0248,3.0168,0.3910,"void at::native::radixSortKVInPlace<(int)2, (int)-1, (int)32, (int)32, long, long, unsigned int>(at::cuda::detail::TensorInfo<T5, T7>, T7, T7, T7, at::cuda::detail::TensorInfo<T6, T7>, T7, bool)"
query_ball_count,PushPop,4104014,4104014,924,924,113.4510,0.1228,0.0168,0.0019,0.2863,0.1212,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)"
query_ball_count,PushPop,4104014,4104014,924,2772,103.9527,0.0375,0.0079,0.0014,0.1367,0.0492,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
query_ball_count,PushPop,4104014,4104014,924,1848,70.3721,0.0381,0.0063,0.0020,0.1294,0.0455,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
query_ball_count,PushPop,4104014,4104014,924,924,58.2611,0.0631,0.0093,0.0013,0.1483,0.0626,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
query_ball_count,PushPop,4104014,4104014,924,924,34.1985,0.0370,0.0069,0.0039,0.0842,0.0346,ampere_sgemm_128x128_tn
query_ball_count,PushPop,4104014,4104014,924,924,15.8568,0.0172,0.0031,0.0013,0.0460,0.0186,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<float>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
query_ball_count,PushPop,4104014,4104014,924,1848,7.6988,0.0042,0.0040,0.0022,0.0058,0.0006,"void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::DispatchSelectIf<at_cuda_detail::cub::CountingInputIterator<long, long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, long *, int *, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0, (bool)0>::PtxSelectIfPolicyT, at_cuda_detail::cub::CountingInputIterator<long, long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int)"
query_ball_count,PushPop,4104014,4104014,924,1848,4.2808,0.0023,0.0023,0.0017,0.0033,0.0002,"void at::native::<unnamed>::write_indices<int>(long *, at::native::<unnamed>::TensorDims<T1>, int, T1)"
query_ball_count,PushPop,4104014,4104014,924,924,4.1617,0.0045,0.0027,0.0018,0.0085,0.0024,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::AUnaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
query_ball_count,PushPop,4104014,4104014,924,924,4.1323,0.0045,0.0044,0.0043,0.0063,0.0001,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
query_ball_count,PushPop,4104014,4104014,924,924,4.1187,0.0045,0.0044,0.0043,0.0076,0.0001,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
query_ball_count,PushPop,4104014,4104014,924,1848,3.6968,0.0020,0.0020,0.0017,0.0023,0.0002,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
query_ball_count,PushPop,4104014,4104014,924,1848,2.9622,0.0016,0.0010,0.0009,0.0040,0.0008,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
query_ball_count,PushPop,4104014,4104014,924,1848,2.2990,0.0012,0.0012,0.0012,0.0015,0.0000,"void at_cuda_detail::cub::DeviceReduceKernel<at_cuda_detail::cub::DeviceReducePolicy<int, int, at_cuda_detail::cub::Sum>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, int, at_cuda_detail::cub::Sum, int>(T2, T5 *, T3, at_cuda_detail::cub::GridEvenShare<T3>, T4)"
query_ball_count,PushPop,4104014,4104014,924,1848,2.0411,0.0011,0.0011,0.0010,0.0012,0.0000,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, int, at_cuda_detail::cub::Sum>::Policy600, int *, int *, int, at_cuda_detail::cub::Sum, int, int>(T2, T3, T4, T5, T6)"
query_ball_count,PushPop,4104014,4104014,924,1848,1.5266,0.0008,0.0008,0.0008,0.0011,0.0000,"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
query_ball_count,PushPop,4104014,4104014,924,924,1.0593,0.0011,0.0012,0.0008,0.0019,0.0001,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
sample_and_group_DA,PushPop,4104014,4104014,924,594132,1768.8995,0.0030,0.0021,0.0019,0.7349,0.0187,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,295680,1322.6981,0.0045,0.0047,0.0029,0.0063,0.0005,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,593208,1229.0498,0.0021,0.0022,0.0015,0.0058,0.0003,"void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::DispatchSelectIf<at_cuda_detail::cub::CountingInputIterator<long, long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, long *, int *, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0, (bool)0>::PtxSelectIfPolicyT, at_cuda_detail::cub::CountingInputIterator<long, long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int)"
sample_and_group_DA,PushPop,4104014,4104014,924,593208,1177.2778,0.0020,0.0020,0.0014,0.0033,0.0002,"void at::native::<unnamed>::write_indices<int>(long *, at::native::<unnamed>::TensorDims<T1>, int, T1)"
sample_and_group_DA,PushPop,4104014,4104014,924,298452,954.6451,0.0032,0.0015,0.0013,0.5833,0.0276,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,591928,718.2201,0.0012,0.0012,0.0011,0.0018,0.0000,"void at_cuda_detail::cub::DeviceReduceKernel<at_cuda_detail::cub::DeviceReducePolicy<int, int, at_cuda_detail::cub::Sum>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, int, at_cuda_detail::cub::Sum, int>(T2, T5 *, T3, at_cuda_detail::cub::GridEvenShare<T3>, T4)"
sample_and_group_DA,PushPop,4104014,4104014,924,295680,714.9126,0.0024,0.0020,0.0018,0.0046,0.0006,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,591928,649.0222,0.0011,0.0011,0.0010,0.0015,0.0000,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, int, at_cuda_detail::cub::Sum>::Policy600, int *, int *, int, at_cuda_detail::cub::Sum, int, int>(T2, T3, T4, T5, T6)"
sample_and_group_DA,PushPop,4104014,4104014,924,297528,630.0422,0.0021,0.0021,0.0017,0.0028,0.0001,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,593208,488.6829,0.0008,0.0008,0.0007,0.0012,0.0000,"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
sample_and_group_DA,PushPop,4104014,4104014,924,302148,459.3054,0.0015,0.0012,0.0011,0.1367,0.0059,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,924,368.3976,0.3987,0.1263,0.0248,3.0168,0.3910,"void at::native::radixSortKVInPlace<(int)2, (int)-1, (int)32, (int)32, long, long, unsigned int>(at::cuda::detail::TensorInfo<T5, T7>, T7, T7, T7, at::cuda::detail::TensorInfo<T6, T7>, T7, bool)"
sample_and_group_DA,PushPop,4104014,4104014,924,297528,297.9178,0.0010,0.0010,0.0009,0.0040,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,295680,292.0760,0.0010,0.0010,0.0009,0.0018,0.0000,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::CompareFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,924,113.4510,0.1228,0.0168,0.0019,0.2863,0.1212,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,1848,59.1985,0.0320,0.0017,0.0009,0.1483,0.0541,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,924,34.1985,0.0370,0.0069,0.0039,0.0842,0.0346,ampere_sgemm_128x128_tn
sample_and_group_DA,PushPop,4104014,4104014,924,924,15.8568,0.0172,0.0031,0.0013,0.0460,0.0186,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<float>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,924,4.1617,0.0045,0.0027,0.0018,0.0085,0.0024,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::AUnaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,924,4.1323,0.0045,0.0044,0.0043,0.0063,0.0001,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
sample_and_group_DA,PushPop,4104014,4104014,924,924,4.1187,0.0045,0.0044,0.0043,0.0076,0.0001,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)"
sample_and_group_DA,PushPop,4104014,4104014,2,1280,1.6631,0.0013,0.0012,0.0012,0.0017,0.0002,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, int, at_cuda_detail::cub::Sum>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, int *, int, at_cuda_detail::cub::Sum, int, int>(T2, T3, T4, T5, T6)"
sample_and_group_DA,PushPop,4104014,4104014,924,924,1.0593,0.0011,0.0012,0.0008,0.0019,0.0001,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
sample_and_group_all,PushPop,4104014,4104014,462,462,6.4783,0.0140,0.0173,0.0032,0.0236,0.0055,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
